id,label,umls_xref
DOID:1037,lymphoid leukemia,UMLS_CUI:C0023448
DOID:10371,yaws,UMLS_CUI:C0043388
DOID:10375,strabismic amblyopia,UMLS_CUI:C0750903
DOID:10376,amblyopia,UMLS_CUI:C0002418
DOID:10377,refractive amblyopia,UMLS_CUI:C0152190
DOID:10378,deprivation amblyopia,UMLS_CUI:C0152189
DOID:10383,amyotrophic neuralgia,UMLS_CUI:C1510479
DOID:1039,prolymphocytic leukemia,UMLS_CUI:C0023486
DOID:10393,secondary hypertrophic osteoarthropathy,UMLS_CUI:C0029412
DOID:10398,pneumonic plague,UMLS_CUI:C0152937|UMLS_CUI:C0152938|UMLS_CUI:C0524688
DOID:10399,seminal vesicle chronic gonorrhea,UMLS_CUI:C0153205
DOID:104,bacterial infectious disease,UMLS_CUI:C0004623
DOID:1040,chronic lymphocytic leukemia,UMLS_CUI:C0023434
DOID:10400,gonococcal seminal vesiculitis,UMLS_CUI:C0578661
DOID:10423,acute pericementitis,UMLS_CUI:C0001342
DOID:10426,Klippel-Feil syndrome,UMLS_CUI:C0022738
DOID:10428,stable condition keratoconus,UMLS_CUI:C0155131
DOID:10435,purulent acute otitis media,UMLS_CUI:C0155439
DOID:10439,Mooren's ulcer,UMLS_CUI:C0155072
DOID:10440,mycotic corneal ulcer,UMLS_CUI:C0155071
DOID:10441,marginal corneal ulcer,UMLS_CUI:C0155067
DOID:10442,hypopyon ulcer,UMLS_CUI:C0155070
DOID:10443,hypopyon,UMLS_CUI:C0020641
DOID:10444,ring corneal ulcer,UMLS_CUI:C0155068
DOID:10445,perforated corneal ulcer,UMLS_CUI:C0151844
DOID:10456,tonsillitis,UMLS_CUI:C0040425|UMLS_CUI:C0149517
DOID:10457,Legionnaires' disease,UMLS_CUI:C0023241
DOID:10458,legionellosis,UMLS_CUI:C0023240
DOID:10459,common cold,UMLS_CUI:C0009443
DOID:10460,nasopharyngitis,UMLS_CUI:C0027441|UMLS_CUI:C0155826
DOID:10461,dentin caries,UMLS_CUI:C0266846
DOID:10471,patellar tendinitis,UMLS_CUI:C0158317
DOID:10480,diaphragmatic eventration,UMLS_CUI:C0011981
DOID:10481,diaphragm disease,UMLS_CUI:C0152097
DOID:10485,esophageal atresia,UMLS_CUI:C0014850
DOID:10486,intestinal atresia,UMLS_CUI:C0021828
DOID:10487,Hirschsprung's disease,UMLS_CUI:C0019569
DOID:10488,imperforate anus,UMLS_CUI:C0003466
DOID:10493,adrenal cortical hypofunction,UMLS_CUI:C0405580
DOID:10499,orbital granuloma,UMLS_CUI:C0155262
DOID:10507,Dressler's syndrome,UMLS_CUI:C0152107
DOID:10516,malignant otitis externa,UMLS_CUI:C0155395
DOID:10518,beach ear,UMLS_CUI:C3831782
DOID:10519,chronic fungal otitis externa,UMLS_CUI:C0155396
DOID:10520,acute infection of pinna,UMLS_CUI:C0155392
DOID:10525,double pterygium,UMLS_CUI:C0155157
DOID:10533,viral pneumonia,UMLS_CUI:C0032310
DOID:10534,stomach cancer,UMLS_CUI:C0024623|UMLS_CUI:C0038356|UMLS_CUI:C0153421|UMLS_CUI:C0153422|UMLS_CUI:C0153423
DOID:10536,malignant gastric granular cell tumor,UMLS_CUI:C1334585
DOID:10538,gastric fundus cancer,UMLS_CUI:C0153420
DOID:10540,gastric lymphoma,UMLS_CUI:C0349532
DOID:10541,microinvasive gastric cancer,UMLS_CUI:C0349530
DOID:10544,pylorus cancer,UMLS_CUI:C0153418
DOID:10547,pyloric antrum cancer,UMLS_CUI:C0153419
DOID:10548,cardia cancer,UMLS_CUI:C0153417
DOID:10550,acute eustachian salpingitis,UMLS_CUI:C0155429
DOID:10554,meningoencephalitis,UMLS_CUI:C0025309
DOID:10556,supine hypotensive syndrome,UMLS_CUI:C0157456
DOID:1056,oculocerebrorenal syndrome,UMLS_CUI:C0028860
DOID:10567,late yaws,UMLS_CUI:C0153234|UMLS_CUI:C0276007|UMLS_CUI:C1517744
DOID:10568,early yaws,UMLS_CUI:C0275990|UMLS_CUI:C0275998|UMLS_CUI:C0343834
DOID:10573,osteomalacia,UMLS_CUI:C0029442
DOID:10575,calcium metabolism disease,UMLS_CUI:C0006705
DOID:10579,leukodystrophy,UMLS_CUI:C0023520
DOID:10581,metachromatic leukodystrophy,UMLS_CUI:C0023522
DOID:10582,Refsum disease,UMLS_CUI:C0034960
DOID:10584,retinitis pigmentosa,UMLS_CUI:C0035334|UMLS_CUI:C0220701
DOID:10587,Krabbe disease,UMLS_CUI:C0023521
DOID:10588,adrenoleukodystrophy,UMLS_CUI:C0162309
DOID:1059,intellectual disability,UMLS_CUI:C0025362
DOID:10590,mild pre-eclampsia,UMLS_CUI:C0156664
DOID:10591,pre-eclampsia,UMLS_CUI:C0032914
DOID:10593,idiopathic progressive polyneuropathy,UMLS_CUI:C0154756
DOID:10595,Charcot-Marie-Tooth disease,UMLS_CUI:C0007959
DOID:106,pleural tuberculosis,UMLS_CUI:C0041326|UMLS_CUI:C0152531
DOID:1060,Hartnup disease,UMLS_CUI:C0018609
DOID:10600,chronic tic disorder,UMLS_CUI:C0008701
DOID:10603,glucose intolerance,UMLS_CUI:C0271650
DOID:10604,lactose intolerance,UMLS_CUI:C0022951
DOID:10605,short bowel syndrome,UMLS_CUI:C0036992
DOID:10606,blind loop syndrome,UMLS_CUI:C0005750
DOID:10607,tropical sprue,UMLS_CUI:C0038054
DOID:10608,celiac disease,UMLS_CUI:C0007570
DOID:10609,rickets,UMLS_CUI:C0035579
DOID:10610,pancreatic steatorrhea,UMLS_CUI:C0152166
DOID:10611,protein-losing enteropathy,UMLS_CUI:C0033680
DOID:10612,allergic urticaria,UMLS_CUI:C0149526
DOID:10615,acute gonococcal cervicitis,UMLS_CUI:C0153195
DOID:10616,acute cervicitis,UMLS_CUI:C0269061
DOID:10619,lymph node cancer,UMLS_CUI:C0596869
DOID:1062,Fanconi syndrome,UMLS_CUI:C0015624|UMLS_CUI:C0341703
DOID:10627,primary optic atrophy,UMLS_CUI:C0155291
DOID:10629,microphthalmia,UMLS_CUI:C0026010
DOID:1063,interstitial nephritis,UMLS_CUI:C0027707
DOID:10631,partial optic atrophy,UMLS_CUI:C0155295
DOID:10632,Wolfram syndrome,UMLS_CUI:C0043207
DOID:1064,cystinosis,UMLS_CUI:C2931187
DOID:10646,schizotypal personality disorder,UMLS_CUI:C0036363
DOID:10648,acute inferoposterior infarction,UMLS_CUI:C0155640
DOID:10649,acute inferolateral myocardial infarction,UMLS_CUI:C0155636
DOID:10651,acute anterolateral myocardial infarction,UMLS_CUI:C0155627
DOID:10652,Alzheimer's disease,UMLS_CUI:C0002395
DOID:10655,lipoma of colon,UMLS_CUI:C0940607
DOID:10656,colon leiomyoma,UMLS_CUI:C1333092
DOID:10657,colonic lymphangioma,UMLS_CUI:C1333094
DOID:1066,residual stage of open angle glaucoma,UMLS_CUI:C0154944
DOID:10660,mediastinum neuroblastoma,UMLS_CUI:C1334673
DOID:10661,mediastinum ganglioneuroblastoma,UMLS_CUI:C1334653
DOID:1067,open-angle glaucoma,UMLS_CUI:C0017612
DOID:10686,lactocele,UMLS_CUI:C0152243
DOID:10688,hypertrophy of breast,UMLS_CUI:C0020565
DOID:10690,mastitis,UMLS_CUI:C0024894
DOID:10691,fat necrosis of breast,UMLS_CUI:C0156321
DOID:10697,chronic endophthalmitis,UMLS_CUI:C0154774
DOID:10699,paragonimiasis,UMLS_CUI:C0030424
DOID:1070,primary open angle glaucoma,UMLS_CUI:C0339573
DOID:10718,giardiasis,UMLS_CUI:C0017536
DOID:10719,toxic diffuse goiter,UMLS_CUI:C0154138
DOID:1073,renal hypertension,UMLS_CUI:C0020544
DOID:1074,kidney failure,UMLS_CUI:C0035078
DOID:10742,cerebral lipidosis,UMLS_CUI:C0007788
DOID:10744,broad ligament malignant neoplasm,UMLS_CUI:C0346866
DOID:10754,otitis media,UMLS_CUI:C0029882
DOID:10755,petrositis,UMLS_CUI:C0155448|UMLS_CUI:C0155449|UMLS_CUI:C0155450
DOID:1076,chronic pyelonephritis,UMLS_CUI:C0085697
DOID:10762,portal hypertension,UMLS_CUI:C0020541
DOID:10763,hypertension,UMLS_CUI:C0020538
DOID:10772,thrombotic thrombocytopenic purpura,UMLS_CUI:C0034155
DOID:10773,bubonic plague,UMLS_CUI:C0282312
DOID:10778,fiedler's myocarditis,UMLS_CUI:C0155689
DOID:10779,septic myocarditis,UMLS_CUI:C0155690
DOID:10780,primary polycythemia,UMLS_CUI:C0152264
DOID:10782,mesenteric lymphadenitis,UMLS_CUI:C0025469
DOID:10783,methemoglobinemia,UMLS_CUI:C0025637
DOID:10787,premature menopause,UMLS_CUI:C0025322
DOID:1079,setariasis,UMLS_CUI:C0036850
DOID:10790,chronic frontal sinusitis,UMLS_CUI:C0008683
DOID:10791,frontal sinusitis,UMLS_CUI:C0016735
DOID:10792,chronic maxillary sinusitis,UMLS_CUI:C0008698
DOID:10793,chronic sphenoidal sinusitis,UMLS_CUI:C0008712
DOID:10794,sphenoid sinusitis,UMLS_CUI:C0037886
DOID:1080,filariasis,UMLS_CUI:C0016085
DOID:10802,acute gonococcal epididymo-orchitis,UMLS_CUI:C0153193
DOID:10808,gastric ulcer,UMLS_CUI:C0038358
DOID:1081,mansonelliasis,UMLS_CUI:C0024759
DOID:10810,tibialis tendinitis,UMLS_CUI:C0158321
DOID:10811,nasal cavity cancer,UMLS_CUI:C0728864
DOID:10812,nasal cavity olfactory neuroblastoma,UMLS_CUI:C1334923
DOID:10813,nasal cavity lymphoma,UMLS_CUI:C1334921
DOID:10816,duodenum adenocarcinoma,UMLS_CUI:C0278804
DOID:10817,sexual sadism,UMLS_CUI:C0036913
DOID:1082,dirofilariasis,UMLS_CUI:C0012602
DOID:10823,malignant essential hypertension,UMLS_CUI:C0024588
DOID:10824,malignant hypertension,UMLS_CUI:C0020540
DOID:10825,essential hypertension,UMLS_CUI:C0085580
DOID:10834,voyeurism,UMLS_CUI:C0042979
DOID:10835,chylocele of tunica vaginalis,UMLS_CUI:C0156315
DOID:10841,Eastern equine encephalitis,UMLS_CUI:C0153065
DOID:10842,Murray Valley encephalitis,UMLS_CUI:C0153066
DOID:10843,Western equine encephalitis,UMLS_CUI:C0153064
DOID:10844,Japanese encephalitis,UMLS_CUI:C0014057
DOID:10845,St. Louis encephalitis,UMLS_CUI:C0014060
DOID:10846,angiodysplasia of intestine,UMLS_CUI:C0267367
DOID:10849,sexual masochism,UMLS_CUI:C0036908
DOID:1085,Edwards syndrome,UMLS_CUI:C0152096
DOID:10852,middle ear cholesterol granuloma,UMLS_CUI:C0155492
DOID:10854,salivary gland disease,UMLS_CUI:C0029773
DOID:10863,paralytic squint,UMLS_CUI:C0152221
DOID:10864,partial third-nerve palsy,UMLS_CUI:C0271370
DOID:10865,abducens nerve palsy,UMLS_CUI:C0271355
DOID:10866,total third-nerve palsy,UMLS_CUI:C0271371
DOID:10871,age related macular degeneration,UMLS_CUI:C0242383
DOID:10873,Kuhnt-Junius degeneration,UMLS_CUI:C0271084
DOID:1088,meningocele,UMLS_CUI:C0025299
DOID:10880,iliac vein thrombophlebitis,UMLS_CUI:C0155772
DOID:10881,"hand, foot and mouth disease",UMLS_CUI:C0018572
DOID:10882,epidemic pleurodynia,UMLS_CUI:C0032238
DOID:10883,herpangina,UMLS_CUI:C0019338
DOID:10887,lepromatous leprosy,UMLS_CUI:C0023348
DOID:1089,tethered spinal cord syndrome,UMLS_CUI:C0560648
DOID:10892,hypospadias,UMLS_CUI:C0848558
DOID:10907,microcephaly,UMLS_CUI:C0025958
DOID:10908,hydrocephalus,UMLS_CUI:C0020255
DOID:1091,tooth disease,UMLS_CUI:C0040435
DOID:10913,benign essential hypertension,UMLS_CUI:C0155583
DOID:10914,amnestic disorder,UMLS_CUI:C0002622|UMLS_CUI:C0002625
DOID:10915,Wernicke-Korsakoff syndrome,UMLS_CUI:C0349464
DOID:10921,Siberian tick typhus,UMLS_CUI:C0549160
DOID:10923,sickle cell anemia,UMLS_CUI:C0002895|UMLS_CUI:C0019034
DOID:10927,gastrojejunal ulcer,UMLS_CUI:C0156042
DOID:10930,borderline personality disorder,UMLS_CUI:C0006012
DOID:10931,dependent personality disorder,UMLS_CUI:C0011548
DOID:10932,obsessive-compulsive personality disorder,UMLS_CUI:C0009595
DOID:10933,obsessive-compulsive disorder,UMLS_CUI:C0028768
DOID:10934,multiple personality disorder,UMLS_CUI:C0026773
DOID:10935,dissociative disorder,UMLS_CUI:C0012746|UMLS_CUI:C0041857
DOID:10936,schizoid personality disorder,UMLS_CUI:C0036339
DOID:10937,impulse control disorder,UMLS_CUI:C0021122
DOID:10938,paranoid personality disorder,UMLS_CUI:C0030477
DOID:10939,antisocial personality disorder,UMLS_CUI:C0003431
DOID:1094,attention deficit hyperactivity disorder,UMLS_CUI:C0041671
DOID:10941,intracranial aneurysm,UMLS_CUI:C0007766
DOID:10944,tongue disease,UMLS_CUI:C0040409
DOID:10952,nephritis,UMLS_CUI:C0027697
DOID:10955,strongyloidiasis,UMLS_CUI:C0038463
DOID:10963,cholesteatoma of attic,UMLS_CUI:C0155489
DOID:10964,cholesteatoma of middle ear,UMLS_CUI:C0008374|UMLS_CUI:C0155490
DOID:10965,spastic diplegia,UMLS_CUI:C0023882|UMLS_CUI:C0154695
DOID:10966,lipoid nephrosis,UMLS_CUI:C0027721
DOID:10967,spastic hemiplegia,UMLS_CUI:C0270805
DOID:10968,spastic monoplegia,UMLS_CUI:C0154698
DOID:10969,hemiplegia,UMLS_CUI:C0392550
DOID:10970,spastic quadriplegic cerebral palsy,UMLS_CUI:C0154697
DOID:10971,acute salpingo-oophoritis,UMLS_CUI:C0156327
DOID:10972,salpingo-oophoritis,UMLS_CUI:C0036133
DOID:10973,acute salpingitis,UMLS_CUI:C0269038
DOID:10974,oophoritis,UMLS_CUI:C0029051
DOID:10976,membranous glomerulonephritis,UMLS_CUI:C0017665
DOID:1098,fetal erythroblastosis,UMLS_CUI:C0014761
DOID:10983,Alport syndrome,UMLS_CUI:C0027706
DOID:10986,discitis,UMLS_CUI:C0012624
DOID:10989,conjunctival vascular disease,UMLS_CUI:C0042370
DOID:1099,alpha thalassemia,UMLS_CUI:C0002312
DOID:10991,basal ganglia cerebrovascular disease,UMLS_CUI:C0751739
DOID:10992,acute hemorrhagic leukoencephalitis,UMLS_CUI:C0014077
DOID:10997,immature cataract,UMLS_CUI:C0271163
DOID:110,lens disease,UMLS_CUI:C0023308
DOID:1100,ovarian disease,UMLS_CUI:C0029928
DOID:11014,anorectal stricture,UMLS_CUI:C0156183
DOID:11028,pseudopterygium,UMLS_CUI:C0155161
DOID:11029,pinguecula,UMLS_CUI:C0152255
DOID:11030,corneal edema,UMLS_CUI:C0010037
DOID:11031,bullous keratopathy,UMLS_CUI:C0155111
DOID:11032,secondary corneal edema,UMLS_CUI:C0155110
DOID:11033,idiopathic corneal edema,UMLS_CUI:C0155109
DOID:11034,contact lens corneal edema,UMLS_CUI:C0474442
DOID:11036,chronic rapidly progressive glomerulonephritis,UMLS_CUI:C0341694
DOID:11037,dissociative amnesia,UMLS_CUI:C0236795
DOID:11038,depersonalization disorder,UMLS_CUI:C0683416
DOID:11042,Felty's syndrome,UMLS_CUI:C0015773
DOID:11044,gastroschisis,UMLS_CUI:C0265706
DOID:11049,meconium aspiration syndrome,UMLS_CUI:C0025048
DOID:11054,urinary bladder cancer,UMLS_CUI:C0005684|UMLS_CUI:C0005695
DOID:11055,pasteurellosis,UMLS_CUI:C0030636
DOID:1106,esophagus lymphoma,UMLS_CUI:C1333459
DOID:11060,placenta praevia,UMLS_CUI:C0032046
DOID:1107,esophageal carcinoma,UMLS_CUI:C0152018
DOID:11077,brucellosis,UMLS_CUI:C0006309
DOID:11079,leech infestation,UMLS_CUI:C0019575
DOID:1108,esophagus melanoma,UMLS_CUI:C1333460
DOID:11080,myiasis,UMLS_CUI:C0027030
DOID:11086,chorioretinal scar,UMLS_CUI:C0008512
DOID:11088,asphyxia neonatorum,UMLS_CUI:C0004045
DOID:11100,Q fever,UMLS_CUI:C0034362
DOID:11101,trench fever,UMLS_CUI:C0040830
DOID:11102,bartonellosis,UMLS_CUI:C0004771
DOID:11103,rickettsialpox,UMLS_CUI:C0035597
DOID:11104,spotted fever,UMLS_CUI:C0038041
DOID:11105,fundus albipunctatus,UMLS_CUI:C0311338
DOID:11111,hydronephrosis,UMLS_CUI:C0020295
DOID:11119,Gilles de la Tourette syndrome,UMLS_CUI:C0040517
DOID:11120,psychologic dyspareunia,UMLS_CUI:C0154466
DOID:11121,pulpitis,UMLS_CUI:C0034103
DOID:11123,Henoch-Schoenlein purpura,UMLS_CUI:C0034152
DOID:11125,qualitative platelet defect,UMLS_CUI:C0235604
DOID:11126,acquired thrombocytopenia,UMLS_CUI:C0154301
DOID:11129,dislocation of ear ossicle,UMLS_CUI:C0155487
DOID:11130,secondary hypertension,UMLS_CUI:C0155616
DOID:11133,prostatic cyst,UMLS_CUI:C1443972
DOID:11134,prolapse of lacrimal gland,UMLS_CUI:C0155231
DOID:1114,esophagus sarcoma,UMLS_CUI:C1333466
DOID:11148,hypersecretion glaucoma,UMLS_CUI:C0154968
DOID:11149,aqueous misdirection,UMLS_CUI:C1135189
DOID:1115,sarcoma,UMLS_CUI:C0153519
DOID:11151,cholecystolithiasis,UMLS_CUI:C0947622
DOID:11153,miliaria rubra,UMLS_CUI:C0162423
DOID:11155,hypohidrosis,UMLS_CUI:C0020620
DOID:11156,anhidrosis,UMLS_CUI:C0003028
DOID:1116,pertussis,UMLS_CUI:C0006015
DOID:11161,neonatal respiratory failure,UMLS_CUI:C0521648
DOID:11162,respiratory failure,UMLS_CUI:C0264490
DOID:11164,band keratopathy,UMLS_CUI:C0155120
DOID:11165,common wart,UMLS_CUI:C0043037
DOID:11168,anogenital venereal wart,UMLS_CUI:C0009663|UMLS_CUI:C0554632
DOID:11175,enophthalmos,UMLS_CUI:C0014306
DOID:11177,total internal ophthalmoplegia,UMLS_CUI:C0152197
DOID:11180,non-suppurative otitis media,UMLS_CUI:C0271446
DOID:11181,serous glue ear,UMLS_CUI:C0155421
DOID:11184,acute conjunctivitis,UMLS_CUI:C0029668
DOID:11186,allescheriosis,UMLS_CUI:C0153285
DOID:11189,pulp degeneration,UMLS_CUI:C0034100
DOID:11190,pseudomembranous conjunctivitis,UMLS_CUI:C0155144
DOID:11193,syndactyly,UMLS_CUI:C0039075
DOID:11195,acute laryngopharyngitis,UMLS_CUI:C0155817
DOID:11197,serous conjunctivitis except viral,UMLS_CUI:C0155142
DOID:11198,DiGeorge syndrome,UMLS_CUI:C0012236
DOID:11199,hypoparathyroidism,UMLS_CUI:C0020626
DOID:112,esophageal varix,UMLS_CUI:C0155789|UMLS_CUI:C0155791|UMLS_CUI:C0155792
DOID:11200,T cell deficiency,UMLS_CUI:C1274233|UMLS_CUI:C1333147
DOID:11201,parathyroid gland disease,UMLS_CUI:C0030517
DOID:11202,primary hyperparathyroidism,UMLS_CUI:C0221002|UMLS_CUI:C0271846
DOID:11203,Angelucci's syndrome,UMLS_CUI:C0001309
DOID:11204,allergic conjunctivitis,UMLS_CUI:C0009766
DOID:11206,opioid abuse,UMLS_CUI:C0029095
DOID:11211,buphthalmos,UMLS_CUI:C0311251
DOID:11212,hydrophthalmos,UMLS_CUI:C0020302
DOID:11213,acute contagious conjunctivitis,UMLS_CUI:C1313983
DOID:11217,chronic tympanitis,UMLS_CUI:C0395849
DOID:11219,conjunctival folliculosis,UMLS_CUI:C0155143
DOID:11223,small intestine diverticulitis,UMLS_CUI:C0267502
DOID:11227,acute hemorrhagic conjunctivitis,UMLS_CUI:C0009765
DOID:1123,spondyloarthropathy,UMLS_CUI:C0949691
DOID:11230,acute orbital inflammation,UMLS_CUI:C0155256
DOID:11231,orbital periostitis,UMLS_CUI:C0155257
DOID:11232,orbital osteomyelitis,UMLS_CUI:C0155258
DOID:11233,orbital tenonitis,UMLS_CUI:C0155259
DOID:11234,orbital cellulitis,UMLS_CUI:C0149507
DOID:11235,adhesive otitis media,UMLS_CUI:C0155478
DOID:11239,appendix cancer,UMLS_CUI:C0496779
DOID:11240,appendiceal neoplasm,UMLS_CUI:C0003614
DOID:11241,appendix lymphoma,UMLS_CUI:C1332328
DOID:11242,plethora of newborn,UMLS_CUI:C0272153
DOID:11243,anemia of prematurity,UMLS_CUI:C0158996
DOID:11244,neonatal anemia,UMLS_CUI:C0002891
DOID:11245,transient neonatal neutropenia,UMLS_CUI:C0158997
DOID:11246,DIC in newborn,UMLS_CUI:C0158992
DOID:11247,disseminated intravascular coagulation,UMLS_CUI:C0012739
DOID:11249,vitamin K deficiency bleeding,UMLS_CUI:C0042880
DOID:11252,microcytic anemia,UMLS_CUI:C0085576
DOID:11254,Brill-Zinsser disease,UMLS_CUI:C0006181
DOID:11256,typhus,UMLS_CUI:C0041471|UMLS_CUI:C0041472|UMLS_CUI:C0041473
DOID:11257,social phobia,UMLS_CUI:C0031572
DOID:11258,cat-scratch disease,UMLS_CUI:C0007361
DOID:11260,rabies,UMLS_CUI:C0034494
DOID:11262,ornithosis,UMLS_CUI:C0029291
DOID:11265,trachoma,UMLS_CUI:C0040592|UMLS_CUI:C0153107|UMLS_CUI:C0153108
DOID:11266,Hantavirus hemorrhagic fever with renal syndrome,UMLS_CUI:C0019101
DOID:11267,keratomalacia,UMLS_CUI:C0152455
DOID:11269,chronic apical periodontitis,UMLS_CUI:C0392492
DOID:11277,Plummer's disease,UMLS_CUI:C0342127
DOID:11282,solar retinopathy,UMLS_CUI:C0152131
DOID:11283,peripheral scars of retina,UMLS_CUI:C0154888
DOID:11285,tick paralysis,UMLS_CUI:C0040197
DOID:11289,ventilation pneumonitis,UMLS_CUI:C0155891
DOID:1129,pituitary apoplexy,UMLS_CUI:C0032001
DOID:11294,arteriovenous malformation,UMLS_CUI:C0334533
DOID:11295,retinal microaneurysm,UMLS_CUI:C0154834
DOID:11299,vertebral artery occlusion,UMLS_CUI:C0155724
DOID:1130,pituitary infarct,UMLS_CUI:C0342405
DOID:11302,cercarial dermatitis,UMLS_CUI:C0546996
DOID:11312,Mobitz type II atrioventricular block,UMLS_CUI:C0155700
DOID:11315,African histoplasmosis,UMLS_CUI:C0153270
DOID:11316,histoplasmosis retinitis,UMLS_CUI:C0153278
DOID:11320,Kyasanur forest disease,UMLS_CUI:C0022810
DOID:11328,schizophreniform disorder,UMLS_CUI:C0036358
DOID:11329,ainhum,UMLS_CUI:C0001860
DOID:11330,erysipelas,UMLS_CUI:C0014733
DOID:11335,sarcoidosis,UMLS_CUI:C0036202
DOID:11336,rhinoscleroma,UMLS_CUI:C0035468
DOID:11337,Lemierre's syndrome,UMLS_CUI:C0027537
DOID:11338,tetanus,UMLS_CUI:C0039614
DOID:11339,pneumocystosis,UMLS_CUI:C1535939
DOID:1134,gingival recession,UMLS_CUI:C0017572|UMLS_CUI:C0266916
DOID:11342,arcus senilis,UMLS_CUI:C0003742
DOID:11343,scleral disease,UMLS_CUI:C0036412
DOID:11353,bladder diverticulum,UMLS_CUI:C0156273
DOID:11354,stone in bladder diverticulum,UMLS_CUI:C0156265
DOID:11355,bladder calculus,UMLS_CUI:C0005683
DOID:11360,Phlebotomus fever,UMLS_CUI:C0030372
DOID:11364,lens subluxation,UMLS_CUI:C0023316
DOID:11367,congenital aphakia,UMLS_CUI:C0152422
DOID:11371,functional diarrhea,UMLS_CUI:C0156173
DOID:11372,megacolon,UMLS_CUI:C0025160
DOID:11374,anal spasm,UMLS_CUI:C0152167
DOID:11379,gnathomiasis,UMLS_CUI:C0018013
DOID:1138,spinal meningioma,UMLS_CUI:C0347515
DOID:11382,corneal neovascularization,UMLS_CUI:C0085109
DOID:11383,cryptorchidism,UMLS_CUI:C0010417
DOID:11385,expressive language disorder,UMLS_CUI:C0236826
DOID:11387,epidural abscess,UMLS_CUI:C0270629
DOID:11389,subdural empyema,UMLS_CUI:C0038539
DOID:11390,cerebral arteritis,UMLS_CUI:C0007773
DOID:11394,adult respiratory distress syndrome,UMLS_CUI:C0035222
DOID:11396,pulmonary edema,UMLS_CUI:C0034063
DOID:114,heart disease,UMLS_CUI:C0018799
DOID:1140,spinal canal and spinal cord meningioma,UMLS_CUI:C1334264
DOID:11400,pyelonephritis,UMLS_CUI:C0034186
DOID:11401,xanthogranulomatous pyelonephritis,UMLS_CUI:C0034188
DOID:11405,diphtheria,UMLS_CUI:C0010153
DOID:11406,choroiditis,UMLS_CUI:C0008526
DOID:1142,alternating exotropia,UMLS_CUI:C0152207
DOID:11424,fallopian tube endometriosis,UMLS_CUI:C0014177
DOID:11427,endosalpingiosis,UMLS_CUI:C0269106
DOID:11428,endometriosis of intestine,UMLS_CUI:C0156347
DOID:11429,endometriosis of pelvic peritoneum,UMLS_CUI:C0156345
DOID:1143,exotropia,UMLS_CUI:C0015310
DOID:11430,endometriosis in scar of skin,UMLS_CUI:C0156348
DOID:11431,endometriosis of rectovaginal septum and vagina,UMLS_CUI:C0156346
DOID:11432,endometriosis of ovary,UMLS_CUI:C0156344
DOID:11446,sciatic neuropathy,UMLS_CUI:C0149940
DOID:11452,perinatal jaundice due to hepatocellular damage,UMLS_CUI:C0158976
DOID:11457,brain compression,UMLS_CUI:C0009592
DOID:11459,pseudotumor cerebri,UMLS_CUI:C0033845
DOID:11465,autonomic nervous system disease,UMLS_CUI:C0154691
DOID:11472,subglottis cancer,UMLS_CUI:C0153485
DOID:11476,osteoporosis,UMLS_CUI:C0029456
DOID:1148,polydactyly,UMLS_CUI:C0152427|UMLS_CUI:C0220697
DOID:11481,constrictive pericarditis,UMLS_CUI:C0031048
DOID:11482,hemopericardium,UMLS_CUI:C0019064
DOID:11486,Horner's syndrome,UMLS_CUI:C0019937
DOID:11488,idiopathic peripheral autonomic neuropathy,UMLS_CUI:C0154690
DOID:11491,acquired night blindness,UMLS_CUI:C0152202
DOID:115,cardiac tamponade,UMLS_CUI:C0007177
DOID:11502,mitral valve insufficiency,UMLS_CUI:C0026266|UMLS_CUI:C0158619|UMLS_CUI:C0264774
DOID:11503,diabetic autonomic neuropathy,UMLS_CUI:C0271686
DOID:11504,autonomic neuropathy,UMLS_CUI:C0259749
DOID:11506,suppurative otitis media,UMLS_CUI:C0029888
DOID:11507,rumination disorder,UMLS_CUI:C0154575
DOID:11512,Budd-Chiari syndrome,UMLS_CUI:C0019154
DOID:11514,fissured tongue,UMLS_CUI:C0040412
DOID:11516,hypertensive heart disease,UMLS_CUI:C0152105
DOID:11518,abnormal pupillary function,UMLS_CUI:C0155376
DOID:11520,benign hypertensive renal disease,UMLS_CUI:C0155596
DOID:11527,laryngostenosis,UMLS_CUI:C0023075
DOID:11541,recurrent corneal erosion,UMLS_CUI:C0155119
DOID:11543,corneal abscess,UMLS_CUI:C0155091
DOID:11547,corneal deposit,UMLS_CUI:C0162281
DOID:11549,Adie syndrome,UMLS_CUI:C0001519
DOID:11550,oculomotor nerve paralysis,UMLS_CUI:C0028866
DOID:11552,Bowman's membrane folds or rupture,UMLS_CUI:C0155115
DOID:11554,Chandler syndrome,UMLS_CUI:C0544008
DOID:11555,Fuchs' endothelial dystrophy,UMLS_CUI:C0016781
DOID:11557,acute serous otitis media,UMLS_CUI:C0155415
DOID:11558,acute allergic serous otitis media,UMLS_CUI:C0155418
DOID:1156,chondrocalcinosis,UMLS_CUI:C0033802|UMLS_CUI:C0157852
DOID:11561,hypertensive retinopathy,UMLS_CUI:C0152132
DOID:11563,retinal vasculitis,UMLS_CUI:C0152026
DOID:11569,neurocirculatory asthenia,UMLS_CUI:C0027821
DOID:11572,Listeria meningitis,UMLS_CUI:C0025293
DOID:11573,listeriosis,UMLS_CUI:C0023860
