id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR	gene-symbol	ghr-page
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	FGFR2	https://medlineplus.gov/genetics/gene/fgfr2
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	BRCA1	https://medlineplus.gov/genetics/gene/brca1
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	RAD51	https://medlineplus.gov/genetics/gene/rad51
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	BRCA2	https://medlineplus.gov/genetics/gene/brca2
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	TP53	https://medlineplus.gov/genetics/gene/tp53
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	PTEN	https://medlineplus.gov/genetics/gene/pten
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	ATM	https://medlineplus.gov/genetics/gene/atm
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	STK11	https://medlineplus.gov/genetics/gene/stk11
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	NBN	https://medlineplus.gov/genetics/gene/nbn
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	CDH1	https://medlineplus.gov/genetics/gene/cdh1
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	H19	https://medlineplus.gov/genetics/gene/h19
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	TERT	https://medlineplus.gov/genetics/gene/tert
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	CYP19A1	https://medlineplus.gov/genetics/gene/cyp19a1
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	MAP3K1	https://medlineplus.gov/genetics/gene/map3k1
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	BARD1	https://www.ncbi.nlm.nih.gov/gene/580
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	CASP8	https://www.ncbi.nlm.nih.gov/gene/841
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	CTLA4	https://www.ncbi.nlm.nih.gov/gene/1493
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	LSP1	https://www.ncbi.nlm.nih.gov/gene/4046
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	MRE11	https://www.ncbi.nlm.nih.gov/gene/4361
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	RAD51C	https://www.ncbi.nlm.nih.gov/gene/5889
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	XRCC2	https://www.ncbi.nlm.nih.gov/gene/7516
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	XRCC3	https://www.ncbi.nlm.nih.gov/gene/7517
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	CHEK2	https://www.ncbi.nlm.nih.gov/gene/11200
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	TOX3	https://www.ncbi.nlm.nih.gov/gene/27324
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	PALB2	https://www.ncbi.nlm.nih.gov/gene/79728
breast-cancer	Breast cancer	C50.011,C50.01,C50.512,Z15.01,C50.112,C50.329,C50.021,C50.92,C50.622,D05.10,C50.02,C50.012,C50.919,D05.12,Z80.3,C50.322,C50.321,C50.82,C50.81,C50.91,C50.822,C50.42,C50.621,C50.419,D05.1,C50.41,C50.912,C50.222,C50.619,C50.119,C50.022,D05.00,D05.0,C50.911,C50.52,C50.529,C50.522,C50.51,C50.31,C50.312,C50.229,D05.11,C50.421,C50.812,C50.811,C50.921,C50.32,C50.411,C50.929,C50.829,C50.311,C50.212,C50.221,C50.211,C50.21,C50.611,C50.629,D05.90,C50.111,C50.22,C50.821,C50.519,C50.319,C50.11,D05.9,C50.612,C50.412,C50.922,D05.02,C50.422,D05.91,C50.029,D05.92,C50.521,C50.61,C50.019,C50.62,C50.429,C50.819,C50.511,C50.219,D05.01	D001943	612555,604370,114480	254838004,254837009,865954003,254843006,126926005	C1861906,C0006142,C3469522	BRIP1	https://www.ncbi.nlm.nih.gov/gene/83990
brody-myopathy	Brody myopathy		D009135	601003	703530005	C1832918	ATP2A1	https://medlineplus.gov/genetics/gene/atp2a1
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	SCN5A	https://medlineplus.gov/genetics/gene/scn5a
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	CACNA1C	https://medlineplus.gov/genetics/gene/cacna1c
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	HCN4	https://medlineplus.gov/genetics/gene/hcn4
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	TRPM4	https://medlineplus.gov/genetics/gene/trpm4
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	CACNA2D1	https://www.ncbi.nlm.nih.gov/gene/781
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	CACNB2	https://www.ncbi.nlm.nih.gov/gene/783
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	KCND3	https://www.ncbi.nlm.nih.gov/gene/3752
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	KCNJ8	https://www.ncbi.nlm.nih.gov/gene/3764
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	SCN1B	https://www.ncbi.nlm.nih.gov/gene/6324
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	SCN2B	https://www.ncbi.nlm.nih.gov/gene/6327
brugada-syndrome	Brugada syndrome		D053840	601144	418818005	C4551804,C1142166	SLMAP	https://www.ncbi.nlm.nih.gov/gene/7871
